Site,Year,Season,SurveyType,TideZone,Transect,Quad,Species,Density
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,UNID Crab,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,4,UNID Crab,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,5,UNID Crab,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,5,UNID Crab,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,2,UNID Crab,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,UNID Crab,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,5,UNID Crab,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,4,UNID Crab,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,4,UNID Crab,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,1,UNID Crab,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,UNID Crab,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,3,UNID Crab,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,2,UNID Crab,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,3,UNID Crab,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,3,UNID Crab,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,4,UNID Crab,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,4,UNID Crab,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,4,UNID Crab,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,UNID Crab,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,5,UNID Crab,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,2,UNID Crab,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,4,UNID Crab,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,3,UNID Crab,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,1,UNID Crab,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,1,UNID Crab,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,3,UNID Crab,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,1,UNID Crab,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,4,UNID Crab,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,4,UNID Crab,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,2,UNID Crab,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,1,UNID Crab,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,1,UNID Crab,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,5,UNID Crab,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,4,UNID Crab,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,1,UNID Crab,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,5,UNID Crab,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,1,UNID Crab,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,4,UNID Crab,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,3,UNID Crab,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,2,UNID Crab,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,2,UNID Crab,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,3,UNID Crab,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,4,UNID Crab,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,5,UNID Crab,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,5,UNID Crab,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,3,UNID Crab,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,5,UNID Crab,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,3,UNID Crab,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,5,UNID Crab,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,3,UNID Crab,2.900950897
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,5,UNID Crab,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,4,UNID Crab,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,2,UNID Crab,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,4,UNID Crab,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,UNID Crab,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,1,UNID Crab,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,2,UNID Crab,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,2,UNID Crab,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,3,UNID Crab,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,1,UNID Crab,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,UNID Crab,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,4,UNID Crab,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,UNID Crab,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,5,UNID Crab,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,5,UNID Crab,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,1,UNID Crab,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,5,Diloma aethiops,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Diloma aethiops,3.3081019
TaurangaHead,2006,Summer,Quads_All_species,High,2,2,Diloma aethiops,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,1,Diloma aethiops,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,1,Diloma aethiops,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Diloma aethiops,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,1,Diloma aethiops,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,3,Diloma aethiops,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,5,Diloma aethiops,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Diloma aethiops,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,3,Diloma aethiops,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,1,Diloma aethiops,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,2,Diloma aethiops,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Diloma aethiops,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,Diloma aethiops,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,2,Diloma aethiops,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,3,Diloma aethiops,3.214121733
TaurangaHead,2006,Winter,Quads_All_species,High,1,3,Diloma aethiops,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,2,Diloma aethiops,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,2,Diloma aethiops,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,2,Diloma aethiops,3.327561323
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,2,Diloma aethiops,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,1,Diloma aethiops,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,3,Diloma aethiops,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Diloma aethiops,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,4,Diloma aethiops,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,5,Diloma aethiops,3.3081019
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,5,Diloma aethiops,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,2,Diloma aethiops,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Diloma aethiops,2.814355348
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,5,Diloma aethiops,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,4,Diloma aethiops,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,4,Diloma aethiops,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,1,Diloma aethiops,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Diloma aethiops,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,3,Diloma aethiops,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,2,Diloma aethiops,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,3,Diloma aethiops,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,3,Diloma aethiops,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,4,Diloma aethiops,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,4,Diloma aethiops,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,4,Diloma aethiops,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Diloma aethiops,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,5,Diloma aethiops,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,2,Diloma aethiops,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,4,Diloma aethiops,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,3,Diloma aethiops,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,1,Diloma aethiops,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,1,Diloma aethiops,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,3,Diloma aethiops,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,1,Diloma aethiops,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,4,Diloma aethiops,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,4,Diloma aethiops,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,2,Diloma aethiops,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,1,Diloma aethiops,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,1,Diloma aethiops,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,5,Diloma aethiops,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,4,Diloma aethiops,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,1,Diloma aethiops,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,5,Diloma aethiops,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,1,Diloma aethiops,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,4,Diloma aethiops,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,3,Diloma aethiops,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,2,Diloma aethiops,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,2,Diloma aethiops,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,3,Diloma aethiops,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,4,Diloma aethiops,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,5,Diloma aethiops,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,5,Diloma aethiops,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,3,Diloma aethiops,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,5,Diloma aethiops,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,3,Diloma aethiops,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,5,Diloma aethiops,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,3,Diloma aethiops,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,5,Diloma aethiops,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,4,Diloma aethiops,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,2,Diloma aethiops,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,4,Diloma aethiops,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,Diloma aethiops,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,1,Diloma aethiops,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,2,Diloma aethiops,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,2,Diloma aethiops,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,3,Diloma aethiops,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,1,Diloma aethiops,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Diloma aethiops,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,4,Diloma aethiops,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Diloma aethiops,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,5,Diloma aethiops,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,5,Diloma aethiops,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,1,Diloma aethiops,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,5,Cantharidus opalus,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Cantharidus opalus,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,2,Cantharidus opalus,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,1,Cantharidus opalus,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,1,Cantharidus opalus,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Cantharidus opalus,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,1,Cantharidus opalus,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,3,Cantharidus opalus,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,5,Cantharidus opalus,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Cantharidus opalus,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,3,Cantharidus opalus,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,1,Cantharidus opalus,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,2,Cantharidus opalus,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Cantharidus opalus,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,Cantharidus opalus,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,2,Cantharidus opalus,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,3,Cantharidus opalus,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,3,Cantharidus opalus,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,2,Cantharidus opalus,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,2,Cantharidus opalus,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,2,Cantharidus opalus,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,2,Cantharidus opalus,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,1,Cantharidus opalus,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,3,Cantharidus opalus,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Cantharidus opalus,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,4,Cantharidus opalus,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,5,Cantharidus opalus,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,5,Cantharidus opalus,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,2,Cantharidus opalus,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Cantharidus opalus,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,5,Cantharidus opalus,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,4,Cantharidus opalus,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,4,Cantharidus opalus,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,1,Cantharidus opalus,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Cantharidus opalus,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,3,Cantharidus opalus,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,2,Cantharidus opalus,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,3,Cantharidus opalus,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,3,Cantharidus opalus,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,4,Cantharidus opalus,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,4,Cantharidus opalus,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,4,Cantharidus opalus,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Cantharidus opalus,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,5,Cantharidus opalus,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,2,Cantharidus opalus,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,4,Cantharidus opalus,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,3,Cantharidus opalus,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,1,Cantharidus opalus,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,1,Cantharidus opalus,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,3,Cantharidus opalus,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,1,Cantharidus opalus,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,4,Cantharidus opalus,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,4,Cantharidus opalus,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,2,Cantharidus opalus,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,1,Cantharidus opalus,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,1,Cantharidus opalus,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,5,Cantharidus opalus,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,4,Cantharidus opalus,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,1,Cantharidus opalus,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,5,Cantharidus opalus,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,1,Cantharidus opalus,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,4,Cantharidus opalus,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,3,Cantharidus opalus,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,2,Cantharidus opalus,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,2,Cantharidus opalus,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,3,Cantharidus opalus,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,4,Cantharidus opalus,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,5,Cantharidus opalus,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,5,Cantharidus opalus,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,3,Cantharidus opalus,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,5,Cantharidus opalus,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,3,Cantharidus opalus,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,5,Cantharidus opalus,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,3,Cantharidus opalus,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,5,Cantharidus opalus,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,4,Cantharidus opalus,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,2,Cantharidus opalus,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,4,Cantharidus opalus,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,Cantharidus opalus,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,1,Cantharidus opalus,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,2,Cantharidus opalus,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,2,Cantharidus opalus,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,3,Cantharidus opalus,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,1,Cantharidus opalus,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Cantharidus opalus,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,4,Cantharidus opalus,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Cantharidus opalus,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,5,Cantharidus opalus,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,5,Cantharidus opalus,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,1,Cantharidus opalus,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,5,Petrolisthes sp,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Petrolisthes sp,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,2,Petrolisthes sp,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,1,Petrolisthes sp,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,1,Petrolisthes sp,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Petrolisthes sp,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,1,Petrolisthes sp,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,3,Petrolisthes sp,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,5,Petrolisthes sp,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Petrolisthes sp,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,3,Petrolisthes sp,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,1,Petrolisthes sp,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,2,Petrolisthes sp,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Petrolisthes sp,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,Petrolisthes sp,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,2,Petrolisthes sp,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,3,Petrolisthes sp,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,3,Petrolisthes sp,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,2,Petrolisthes sp,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,2,Petrolisthes sp,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,2,Petrolisthes sp,3.327561323
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,2,Petrolisthes sp,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,1,Petrolisthes sp,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,3,Petrolisthes sp,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Petrolisthes sp,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,4,Petrolisthes sp,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,5,Petrolisthes sp,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,5,Petrolisthes sp,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,2,Petrolisthes sp,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Petrolisthes sp,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,5,Petrolisthes sp,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,4,Petrolisthes sp,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,4,Petrolisthes sp,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,1,Petrolisthes sp,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Petrolisthes sp,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,3,Petrolisthes sp,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,2,Petrolisthes sp,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,3,Petrolisthes sp,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,3,Petrolisthes sp,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,4,Petrolisthes sp,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,4,Petrolisthes sp,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,4,Petrolisthes sp,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Petrolisthes sp,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,5,Petrolisthes sp,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,2,Petrolisthes sp,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,4,Petrolisthes sp,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,3,Petrolisthes sp,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,1,Petrolisthes sp,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,1,Petrolisthes sp,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,3,Petrolisthes sp,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,1,Petrolisthes sp,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,4,Petrolisthes sp,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,4,Petrolisthes sp,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,2,Petrolisthes sp,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,1,Petrolisthes sp,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,1,Petrolisthes sp,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,5,Petrolisthes sp,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,4,Petrolisthes sp,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,1,Petrolisthes sp,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,5,Petrolisthes sp,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,1,Petrolisthes sp,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,4,Petrolisthes sp,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,3,Petrolisthes sp,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,2,Petrolisthes sp,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,2,Petrolisthes sp,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,3,Petrolisthes sp,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,4,Petrolisthes sp,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,5,Petrolisthes sp,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,5,Petrolisthes sp,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,3,Petrolisthes sp,0
